uuid,date,isp,city,mbps
,2023-02-28,Telkom SA Ltd.,Genadendal,3.189079722237126
,2020-09-04,TOPNET,Erriadh,14.91523647478054
,2020-09-29,Telecom Algeria,Ras el Ma,0.7488469068884414
,2024-02-13,Globacom Limited,Katsina,3.724103904015049
,2021-12-28,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Berkane,8.175397043948639
,2024-01-07,STE AFRICELL RDC SPRL,,0.6023808430957216
,2021-04-12,Telecom Algeria,El Biar,3.3458049953773714
,2021-04-27,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Sidi Bennour,8.742381394742653
,2023-04-22,Telkom SA Ltd.,Port Nolloth,7.621715212650398
,2023-07-23,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Beni Mellal,17.590782327676987
,2023-05-08,Cool Ideas Service Provider (Pty) Ltd,Kempton Park,35.032817782356304
,2023-04-09,Telecom Algeria,Skikda,3.2408490411311823
,2021-08-23,ETISALAT MISR,Talkha,1.323128240081353
,2022-04-25,Telecom Algeria,Adrar,9.347097545262471
,2022-07-07,Beginning 2 End Technologies,Roodepoort,17.977454885897984
,2022-11-15,Afrihost (Pty) Ltd,George,4.733686726100397
,2023-11-30,Mezobyte (Pty) LTD,Sasolburg,31.60065868647512
,2021-01-09,Orange Cameroun SA,Sangmelima,6.448767058276836
,2023-07-29,Hormuud Telecom Somalia INC,,6.212958979146396
,2021-02-28,AEROCOM BROADBAND SERVICES,Benoni,9.02621078180988
,2020-05-06,Vodafone Data,Tanta,4.711261192803849
,2023-12-24,ETISALAT MISR,Al `Atabah,34.0573669375562
,2023-03-17,MTN SA,Knysna,49.94378788816722
,2022-01-23,Simply Computers Tanzania Ltd,,6.601161704310742
,2022-07-19,Liquid Telecommunications South Africa (Pty) Ltd,Johannesburg,30.84717650338509
,2024-04-02,Link Egypt (Link.NET),Alexandria,11.933960535400695
,2021-05-07,Kenya Education Network,,47.301025814877875
,2020-10-24,Smile Communications Nigeria,Asaba,2.90147750263774
,2021-11-23,MTN SA,Christiana,8.055820923403305
,2022-11-05,Concerotel Botswana Pty Ltd,Gaborone,2.669180000877558
,2020-12-31,Telkom SA Ltd.,Bela-Bela,6.785817529235177
,2022-10-21,TOPNET,Monastir,7.895014054289645
,2021-08-09,AEROCOM BROADBAND SERVICES,Middelburg,0.1882224672043499
,2023-07-05,University of Mines and Technology,,3.6428704638208127
,2021-02-19,MTN SA,Sabie,5.916529985630959
,2022-08-22,UK-2 Limited,Cairo,313.9096791267153
,2022-02-04,Wataniya Telecom Algerie,Tizi Ouzou,13.178606984063627
,2021-10-11,TOPNET,Bou Regba,4.736532279363053
,2021-07-09,,Pietermaritzburg,26.83360968563862
,2024-03-21,Telkom SA Ltd.,,34.947117366100095
,2022-07-15,Vodafone Data,Saqultah,0.0631908300087295
,2023-12-01,M247 Ltd,Lagos,10.047019920226802
,2023-07-30,Vodafone Data,Faraskur,13.083833902525372
,2023-12-26,Vodacom Business Africa (Nigeria) Limited,Lagos,18.4610879086292
,2022-08-01,Airtel Uganda Limited,Kajansi,22.89910756502001
,2021-07-19,Ghana Telecommunications Company Limited,Tema,23.664537223614865
,2022-02-18,Liquid Telecommunications Ltd,Bela-Bela,9.029975359950438
,2021-03-02,General Post and Telecommunication Company (GPTC),Al Bayda',1.9199516970770736
,2022-01-30,GRIDHOST SERVICES (PTY) LTD,,20.5325235007041
,2024-04-17,Vodacom,Umhlanga,46.15907022934242
,2022-09-04,RSAWEB (PTY) LTD,Sandton,49.35347456193228
,2024-05-07,Izwi Bridge Communications (Pty) Ltd,Thabazimbi,4.515579566723612
,2024-02-07,Internet Solutions,Port Elizabeth,33.75551126899692
,2024-03-20,MTN SA,Polokwane,21.212475360841484
,2022-12-26,Ladysmith Wireless Solutions,Winterton,81.78155069806812
,2023-10-13,Cool Ideas Service Provider (Pty) Ltd,Ballitoville,82.45545779687912
,2020-10-30,SPECTRANET LIMITED,Suleja,7.724159738233438
,2020-02-25,Broadbased Communications Limited,Lagos,3.579684198206623
,2023-07-07,Afrihost (Pty) Ltd,Middelburg,27.236985956286063
,2023-04-09,RSAWEB (PTY) LTD,Sasolburg,7.263796778954695
,2021-02-09,Telkom SA Ltd.,Kylemore,1.2162945023494345
,2020-08-10,TE-AS,Cairo,8.715007416889717
,2022-04-30,,Secunda,28.891910915762914
,2021-01-29,Dimension Data (Pty) Ltd - Optinet,Sasolburg,3.2910444268713994
,2020-11-30,Vodacom,Stellenbosch,14.332895204739808
,2024-02-21,Electronic Communications Network (PTY)  LTD,Port Elizabeth,76.04250360837386
,2023-04-26,Reunicable SAS,Le Tampon,26.322788578178866
,2021-08-27,Lasernet (Pty) Ltd,Knysna,12.355560919318831
,2020-03-04,TE-AS,Kafr ash Shaykh,1.3450177630346354
,2022-05-13,Orange Botswana (PTY) Ltd,Gaborone,13.683222659055676
,2022-12-01,Green Flash Trading,Kwamhlanga,2.678751109594047
,2022-03-18,Accelerit Technologies PTY LTD,Alberton,143.2927301643011
,2024-09-17,FIRSTNET TECHNOLOGY SERVICES (PTY) LTD,Benoni,67.17925696687752
,2020-04-23,Telkom SA Ltd.,Howick,11.538237993616663
,2023-12-22,MyISP Limited,,6.0561403864370575
,2022-03-16,TE-AS,Mit Ghamr,4.984125088472495
,2021-08-28,Telecom Algeria,Algiers,5.164591396563282
,2024-02-10,Telecom Algeria,Souk Ahras,10.467386205072469
,2020-02-18,TENET (The UNINET Project),Parktown North,72.78507503459332
,2020-10-03,WTTX Comunications (Pty) Ltd,Pretoria,8.628849610169723
,2023-03-25,Wana Corporate,Fes,13.125119373837652
,2023-03-28,Orange Cameroun SA,Bamenda,2.0567239922508724
,2022-07-29,Osiris Trading (PTY) LTD,,23.93993089060564
,2021-07-29,Vox Telecom Ltd,Krugersdorp,24.12409928189333
,2021-06-25,Gabon Telecom / Office of Posts and Telecommunications of Gabon,Oyem,2.0153174531164657
,2022-05-07,Suburban Broadband Ltd,Abuja,32.563820925460206
,2021-09-11,Afrihost (Pty) Ltd,Bryanston,45.33941173294551
,2023-10-09,Netcom Africa Limited,Lagos,28.07396515791052
,2023-07-13,Liquid Telecommunications South Africa (Pty) Ltd,Durban,44.60955646632465
,2023-07-05,SomCable,Hargeisa,1.4255486356023517
,2021-05-27,Mainone Cable Company,Ibafo,5.7886915556541965
,2022-12-30,Simbanet (T) Limited,,10.214851810460518
,2024-03-22,Comsol Networks (PTY) Ltd,Ladysmith,29.385727263422687
,2023-07-03,Forbtech,Johannesburg,40.37259449207046
,2021-11-01,Telkom SA Ltd.,White River,8.49856275809661
,2024-02-28,Accelerit Technologies PTY LTD,Cape Town,104.52168135956047
,2021-08-25,Vodacom Tanzania Ltd,Dar es Salaam,7.37501818090004
,2023-09-02,Dimension Data (Pty) Ltd - Optinet,Roodepoort,458.7527854260641
,2024-03-18,BANKPHB PLC,,1.8079278158123135
,2020-11-16,TENET (The UNINET Project),Port Elizabeth,13.080723407383267
,2022-05-14,MTN SA,Kempton Park,35.44085205037647
,2023-12-18,BitCo,Westonaria,19.467759611855087
,2021-09-19,Cell C (Pty) Ltd,Bryanston,141.68752180633487
,2022-03-25,Cipherwave,Hammanskraal,3.926061392957135
,2021-02-27,University of Dar es Salaam,,1.5757929055507642
,2022-01-30,Algerian Broadcasting (Tele Diffusion d'Algerie TDA),'Ain Merane,0.8541044207930425
,2022-06-02,Safaricom Limited,Voi,4.332761804981028
,2024-01-23,,Letsitele,6.040067773371216
,2021-03-18,Jamii Telecommunications Limited,Westlands,24.350066117646527
,2023-01-14,Internet Solutions,Brits,46.9328014770172
,2023-12-25,Vox Telecom Ltd,Bronkhorstspruit,64.53984238957453
,2023-04-17,MEDITELECOM,Driouch,32.60397254612363
,2023-08-01,Cybersmart,Piet Retief,184.15225403430713
,2022-08-27,MTN SA,Bronkhorstspruit,25.96477781895974
,2021-07-05,Orange Madagascar,Antananarivo,16.423569533459897
,2020-10-04,Jenny Internet cc,Keimoes,2.929396572498278
,2021-11-05,Telkom SA Ltd.,Witbank,0.3790280879286636
,2020-08-13,EMID (PTY) Ltd,Benoni,10.09868301462932
,2021-06-27,Liquid Telecommunications South Africa (Pty) Ltd,Komatipoort,3.157304422300211
,2023-09-26,Afrihost (Pty) Ltd,Sasolburg,31.04599045112413
,2020-09-12,TOPNET,Monastir,7.017762885055497
,2023-01-11,Kenya Education Network,Nairobi,46.46880404390965
,2024-07-22,Telkom SA Ltd.,Boksburg,50.34673579089572
,2024-01-02,Wananchi Group (Kenya) Limited,Dar es Salaam,13.598486792821696
,2020-07-16,TOPNET,El Mellassine,7.44587145148128
,2024-05-17,iONLINE INTERNET SERVICE PROVIDER,Johannesburg,35.612344808655465
,2020-10-18,Broadbased Communications Limited,Lagos,7.968646222099558
,2024-01-23,,Stilfontein,17.766148416321496
,2024-02-22,Wana Corporate,Bettana,14.505252070429034
,2022-08-02,Vodacom Business Africa (Nigeria) Limited,Lagos,35.54369828809941
,2023-06-13,Mezobyte (Pty) LTD,Sasolburg,13.49844756287438
,2020-12-22,Telecom Algeria,El Tarf,0.2714838454548662
,2020-06-10,OTEL TELECOMS,Paarl,9.2082196834288
,2020-04-25,Municipal Network Services,Velddrif,0.940901837331825
,2022-02-24,Internet Solutions,Pretoria,36.8443327475284
,2022-05-15,Vox Telecom Ltd,Rustenburg,27.386972806988577
,2021-03-14,Telecom Algeria,Birkhadem,1.6816786037561884
,2022-05-10,eNetworks cc,Centurion,5.719300372275546
,2023-05-03,MTN SA,Botshabelo,6.553250372168588
,2020-01-02,Telkom SA Ltd.,Benoni,5.809581845277582
,2024-04-26,Access Point Technologies cc,Ballitoville,20.838986898604706
,2024-07-21,Reunicable SAS,La Plaine-des-Palmistes,80.74065412173208
,2022-07-11,Mezobyte (Pty) LTD,Sasolburg,4.266581756946639
,2023-08-31,Cybersmart,Randburg,64.24516972336701
,2022-07-25,Metrofibre Networx,Witbank,99.2384417641462
,2021-10-22,Telkom SA Ltd.,Aliwal North,26.062546255234523
,2021-02-27,Vodacom,Potchefstroom,5.1154616167619
,2021-12-16,Jenny Internet cc,Darling,3.602215080571566
,2021-10-10,Accelerit Technologies PTY LTD,Midrand,11.439711599350025
,2022-12-11,Cell C (Pty) Ltd,Johannesburg,15.985930923519348
,2022-09-15,TE-AS,Samannud,17.49482216245446
,2020-08-30,Telkom SA Ltd.,Cape St Francis,3.8306813023130006
,2021-06-03,Zimbabwe Online (Private) Ltd.,Harare,10.876958428691376
,2022-03-07,Vodacom,Rustenburg,17.279943036021063
,2020-10-22,Symantec Corporation,Johannesburg,50.31626888209262
,2022-10-23,TE-AS,Madinat an Nasr,17.1226246461739
,2023-06-15,Sky-Connect Internet cc,Meyerton,0.9110317276405931
,2021-03-12,Jenny Internet cc,Memel,14.620766200266855
,2021-06-21,Zanzibar Connections Company Limited,,2.209368749990865
,2021-01-31,Cool Ideas Service Provider (Pty) Ltd,Queensburgh,12.539938318737573
,2022-06-20,Canalbox Benin,Libreville,10.941320290949454
,2023-06-20,Access Point Technologies cc,Umhlanga,28.415663203630515
,2023-07-13,Afrihost (Pty) Ltd,Richards Bay,60.6099391162936
,2023-06-09,Wananchi Group (Kenya) Limited,Litein,16.5866114100211
,2020-12-12,Vodacom Tanzania Ltd,Koani,4.200913654809813
,2022-12-22,Converged Telecoms,Pretoria,43.769339841895274
,2020-09-23,,Ventersdorp,3.223748768948491
,2024-08-11,MEDITELECOM,,23.447465549227573
,2023-03-31,TE-AS,Tala,12.693033681181722
,2021-02-13,University of Energy and Natural Resources,,1.1746086885916849
,2020-04-28,HETZNER (Pty) Ltd,Johannesburg,6.150802299927708
,2023-02-07,Telecom Algeria,Béjaïa,4.875862073812884
,2021-05-17,Vodafone Data,Bilbeis,5.303563435843
,2022-06-03,Capricom Networks,,30.890223396346997
,2024-06-21,3S INF,Sukrah,4.90822593616368
,2023-03-24,TESUCO TELECOMMUNICATIONS (PTY) LTD,Johannesburg,23.787227203423864
,2021-11-19,MTN SA,Hammanskraal,16.478619427518968
,2023-03-22,Vodacom,Malmesbury,18.11192124746342
,2022-08-29,BitCo,Johannesburg,76.98415735729223
,2023-04-13,Liquid Telecommunications South Africa (Pty) Ltd,Bela-Bela,1.8558307580387856
,2020-03-29,OOREDOO TUNISIE SA,Manouba,3.240834576958853
,2020-03-30,Vox Telecom Ltd,Worcester,12.733213101281429
,2023-08-31,Space Exploration Technologies Corporation,Kigali,17.493450948833733
,2020-05-06,TE-AS,Hurghada,2.0249718723333543
,2021-02-22,INTELSAT GLOBAL SERVICE CORPORATION,,0.1996595974874281
,2021-06-25,Airtelecom,Bloemfontein,10.924637284179362
,2023-04-23,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Nador,17.274777138135562
,2021-01-25,Vodacom Business Africa (Nigeria) Limited,,9.42210114397175
,2024-04-06,Zanzibar Telecom(Zantel),,0.9897976867678984
,2023-07-31,Microcom Sprl,Lodja,15.259320143407072
,2023-11-27,RMS Powertronics CC,KwaDukuza,8.994777879705858
,2021-10-07,Swifttalk Limited,Abeokuta,19.803117245247737
,2023-05-27,TE-AS,Kafr Shukr,5.507743683069821
,2021-08-18,Sudanese Mobile Telephone (ZAIN) Co Ltd,,5.553459059466918
,2022-03-01,MTN SA,Worcester,40.268998098715215
,2020-05-25,Wana Corporate,Casablanca,5.824107537065048
,2023-08-05,Wireless Associate Service Providers CC,Klerksdorp,26.11036979197828
,2021-05-19,BitCo,Vanderbijlpark,3.934323135948157
,2022-09-05,Ethekwini Municipality,Durban,8.126068491854431
,2022-02-16,Safaricom Limited,Narok,13.7035650162135
,2024-07-31,Coscharis Technologies,,19.93447558094372
,2024-04-26,,Villiersdorp,30.45230947119302
,2023-02-07,TE-AS,Al Qanatir al Khayriyah,0.4548234635592084
,2021-09-28,"Mocambique Celular, SARL",Maputo,3.0795881734223833
,2023-09-25,Tunisia BackBone AS,Bekalta,11.33646905511002
,2021-09-19,,Lephalale,14.019922429079182
,2024-02-28,Sudatel (Sudan Telecom Co. Ltd),Ar Rahad,9.063680407504476
,2023-03-28,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Zayda,14.040208426991107
,2021-07-20,Vodacom,Sandton,20.851304243165774
,2021-12-21,Afrihost (Pty) Ltd,Rustenburg,34.82543862147041
,2022-12-08,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tine Saleh,10.007397778856648
,2021-07-19,Telkom SA Ltd.,Roodepoort,9.646360585025125
,2020-10-29,Cipherwave,Pretoria,52.57268549557747
,2024-04-29,Vox Telecom Ltd,Ophirton,67.76146284018698
,2022-02-11,DIRECTEL COMMUNICATIONS (PTY) LTD,Benoni,73.84464699089723
,2020-08-02,Telkom SA Ltd.,Wolseley,0.6367998727709087
,2020-10-26,Reunicable SAS,Sainte-Clotilde,119.80052940776731
,2022-01-26,Reunicable SAS,Le Tampon,80.88263348477788
,2022-01-25,TOPNET,Ras Ettabia,4.161379328475823
,2021-01-12,Cool Ideas Service Provider (Pty) Ltd,Kempton Park,83.17499661868462
,2023-11-04,Jenny Internet cc,Cape Town,7.329482774029238
,2023-03-13,Frogfoot Networks,Malmesbury,23.32844212928022
,2021-09-10,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Saint-Paul,14.787994880150478
,2024-02-01,OOREDOO TUNISIE SA,Kairouan,5.512908839784935
,2022-07-15,Telkom SA Ltd.,Rustenburg,14.176254144369176
,2024-01-05,Finstar - Sociedade de Investimento e Participacoes S.A,Luanda,57.47097446227021
,2024-08-25,The Egyptian Company for Mobile Services (Mobinil),Cairo,18.966072429073257
,2022-02-07,MTN SA,Olifantsfontein,35.85891566695322
,2023-11-09,Emerging Markets Telecommunication Services (EMTS) Limited,Katsina,5.137280343277664
,2020-05-28,SONATEL-AS Autonomous System,Dakar,15.11421514908615
,2023-11-02,Dimension Data (Pty) Ltd - Optinet,Brackenfell,54.78396840207715
,2023-07-12,Al'Akhawayn University,Mohammedia,34.48745636980195
,2023-12-03,Vodacom Tanzania Ltd,Dar es Salaam,17.22584885750463
,2023-01-04,Orange Tunisie,Masakin,51.91104332989583
,2020-05-13,,Vosloorus,17.804260718112566
,2023-04-30,Telecom Algeria,Béchar,6.927272708716387
,2020-01-31,SOMTEL INTERNATIONAL Ltd,,0.3908488686970858
,2024-01-18,Telkom SA Ltd.,Alberton,40.91607909374254
,2020-05-29,Xnet Internet Services (Pty) Ltd,Cape Town,4.997810657915685
,2024-07-15,Wananchi Group (Kenya) Limited,Kitengela,10.299380988041134
,2021-09-07,"Autonomous System number for Cyber Space,",,12.846496829967126
,2020-01-30,Clear Access (Pty) Ltd,Midrand,32.93080601568967
,2023-06-22,Telecomunicacoes de Mocambique (TDM),Maputo Province,20.025239558885858
,2022-11-09,Scancom Ltd.,Accra,7.565305661284341
,2024-07-27,Telecom Algeria,Laghouat,10.029577918761788
,2022-01-07,Fixed Mobile Telecommunications (Pty) LTD,Standerton,5.975628698926368
,2022-06-10,UWBA Pty Ltd,Cape Town,34.56704284234864
,2020-08-28,KKON Technologies Ltd,Ikeja,5.815281874202072
,2024-03-16,Telkom SA Ltd.,Paarl,37.19062295121723
,2024-08-27,"MTC - Mobile Telecommunications, Ltd.",Windhoek,11.444828449602117
,2021-09-18,VDT COMMUNICATIONS LIMITED,Abuja,8.471743915284002
,2020-07-25,Telkom SA Ltd.,Hillcrest,8.317298183448552
,2021-02-20,Telkom SA Ltd.,Stellenbosch,8.537928063879697
,2021-02-13,Petprops 36 CC,Malmesbury,0.400612706055884
,2024-02-04,Level 7 Wireless (Pty) Ltd,Emalahleni,4.7402703992432444
,2020-02-29,Xnet Internet Services (Pty) Ltd,Cape Town,47.93099419272461
,2020-07-22,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tangier,8.449998883576365
,2023-12-19,G-Core Labs S.A.,Johannesburg,13.302675245431985
,2023-08-05,Kenya Education Network,Kisii,11.196445515293512
,2024-01-27,Mitsol (Pty) Ltd,eManzimtoti,14.105725148572985
,2023-04-11,"TVCABO - Comunicacoes Multimedia, Lda.",Maputo,9.715592020593526
,2022-11-20,Dimension Data (Pty) Ltd - Optinet,Worcester,18.260569903074515
,2022-11-04,Telkom SA Ltd.,Richards Bay,2.3602961517287957
,2024-02-01,ICTGlobe Management (Pty) Ltd,Johannesburg,26.16488553763199
,2021-09-03,Info-Gro (PTY) Ltd,Brits,6.5414877615716795
,2020-05-28,SAINET Internet,East London,1.3371160343702857
,2023-04-12,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Sidi Bennour,12.38192061585902
,2021-10-30,Mauritius Telecom Ltd,Floreal,0.1628451796417116
,2021-12-27,TE-AS,Faqus,8.832751171749486
,2020-10-22,BitCo,Cape Town,5.416215790767563
,2022-11-08,Kurlec Wireless (PTY) Ltd,Kathu,16.280513296741848
,2021-09-02,Telecom Algeria,Tizi-n-Tleta,4.947072392420141
,2024-02-05,Telkom SA Ltd.,Camps Bay,28.157998049048295
,2021-03-12,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Saint-Paul,32.254229721919856
,2023-12-06,Neology (Pty) Ltd,Mitchells Plain,0.2558481085106022
,2020-07-09,Skyfi Internet solutions (PTY) Ltd,Kempton Park,4.695567971107241
,2021-02-20,UNIWISP,Hazyview,2.0724941737911244
,2023-10-29,Afrihost (Pty) Ltd,Wellington,36.20043138662702
,2022-07-12,BitCo,Vanderbijlpark,13.940518242558236
,2023-03-27,MTN SA,Katlehong,5.223846639125389
,2020-09-02,Intelvision Ltd,,5.578700493970557
,2022-01-09,Telecom Algeria,Oran,7.741112894802569
,2023-03-11,,Hoedspruit,5.756303762277934
,2021-08-28,,Cradock,13.0476456090205
,2023-04-19,Optimum Telecom Algeria,Meskiana,1.1070091893040963
,2020-12-23,WiFibre Pty Ltd,Isando,27.440282693232195
,2020-08-14,Liquid Telecommunications South Africa (Pty) Ltd,Kroonstad,0.9191308725264384
,2022-01-19,SWIFT NETWORKS LIMITED,Maryland,61.36292725445416
,2022-02-03,Optimum Telecom Algeria,Tébessa,0.8637814400256733
,2020-08-27,Vox Telecom Ltd,Durban,29.878703770305197
,2020-07-25,Airtel Uganda Limited,Gulu,1.8389871917966
,2021-08-17,Iclix (PTY) Ltd,Potchefstroom,3.0426457921083023
,2022-03-26,Airtel Uganda Limited,Jinja,13.632733747380376
,2024-03-30,Space Exploration Technologies Corporation,Mbabane,42.461088304733025
,2024-01-12,University of Cape Town,Cape Town,3.567383458400491
,2021-10-31,Vox Telecom Ltd,Breaunanda,19.338455502671707
,2022-09-29,TE-AS,Kafr ash Shaykh Hilal,24.325520629787867
,2024-05-14,WiberSolutions (Pty) Ltd,Cape Town,37.41595099137063
,2023-11-24,BitCo,Springs,91.26164461802593
,2021-09-24,TOPNET,Jendouba,6.528671946892489
,2021-06-13,Roke Investments International Ltd,Kampala,5.054864613263902
,2021-03-02,,Despatch,22.709639905841534
,2021-12-05,,Tzaneen,9.033453607110328
,2021-10-23,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,Kapsabet,1.8523167085029328
,2020-01-30,MTN SA,Boksburg,10.720127525128794
,2024-04-26,,Caledon,3.465325669633855
,2020-08-12,Mitsol (Pty) Ltd,Nottingham Road,2.832769111750623
,2023-01-25,UWBA Pty Ltd,Wolmaransstad,1.9094380768661112
,2024-05-16,Telecom Algeria,Bordj Bou Arreridj,5.777490666948546
,2022-07-06,AFRIBONE MALI SA,,2.638692246400935
,2021-01-28,Frogfoot Networks,Cape Town,16.5208323786498
,2023-11-25,Faircape,Tulbagh,95.33258277259068
,2023-05-25,Converged Telecoms,Soweto,14.047906247273628
,2021-12-23,Telkom SA Ltd.,King William's Town,7.393254967343655
,2024-09-01,RSAWEB (PTY) LTD,Bassonia,126.20467145324275
,2021-07-30,Vodacom,Ermelo,18.991602520751258
,2020-10-03,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ahfir,2.9565674789609577
,2021-09-17,,Levubu,2.1256625249869607
,2022-03-26,Altech Radio Holdings (Pty) Ltd,Johannesburg,20.624464818440103
,2024-03-04,Telecom Algeria,Tizi Ouzou,9.062381530497104
,2022-10-10,3S INF,Oued Lill,7.9514209001438685
,2024-01-23,Telkom SA Ltd.,Pretoria,30.7250428189021
,2022-11-24,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Sidi Allal el Bahraoui,48.01996633951061
,2024-05-08,Safaricom Limited,Thika,30.38094865810327
,2022-01-21,Telkom SA Ltd.,Marchand,0.6368212427228835
,2022-05-03,Link Egypt (Link.NET),Munuf,0.2160684168665612
,2022-12-23,,Vermont,257.8227435383539
,2021-04-30,DIRECTEL COMMUNICATIONS (PTY) LTD,Sandton,21.125685078662485
,2022-07-05,UWBA Pty Ltd,Johannesburg,7.363348354748736
,2022-09-06,HETZNER (Pty) Ltd,Johannesburg,25.871880934239883
